variant_gid,product_gid,mpn,vendor,title,colour,size,sku,barcode,images,gender_raw,season_raw,shopify_category,hs_code,country_of_origin,material_upper,description_html,stock,price_eur_net,compare_at_price
gid://shopify/ProductVariant/47782394921303,gid://shopify/Product/8910633075031,710654408003,Polo Ralph Lauren,Featherweight mesh shirt,White,S,PRL710654408003-S,3614712347796,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Featherweight_mesh_shirt_183789.jpg?v=1709641821,Men,24AW,Clothing>Tops>Shirts>Men,6205.30.00.00,VN,,<p><strong>Product Details</strong></p><p></p><p>Type: Shirt</p><p>Colour: White</p><p><strong>Product Code: </strong>710.654.408.003</p>,0,115.69,
gid://shopify/ProductVariant/47782394954071,gid://shopify/Product/8910633075031,710654408003,Polo Ralph Lauren,Featherweight mesh shirt,White,L,PRL710654408003-L,3614712347819,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Featherweight_mesh_shirt_183789.jpg?v=1709641821,Men,24AW,Clothing>Tops>Shirts>Men,6205.30.00.00,VN,,<p><strong>Product Details</strong></p><p></p><p>Type: Shirt</p><p>Colour: White</p><p><strong>Product Code: </strong>710.654.408.003</p>,0,132.22,
gid://shopify/ProductVariant/47782394986839,gid://shopify/Product/8910633075031,710654408003,Polo Ralph Lauren,Featherweight mesh shirt,White,M,PRL710654408003-M,3614712347802,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Featherweight_mesh_shirt_183789.jpg?v=1709641821,Men,24AW,Clothing>Tops>Shirts>Men,6205.30.00.00,VN,,<p><strong>Product Details</strong></p><p></p><p>Type: Shirt</p><p>Colour: White</p><p><strong>Product Code: </strong>710.654.408.003</p>,0,132.22,
gid://shopify/ProductVariant/47782395019607,gid://shopify/Product/8910633075031,710654408003,Polo Ralph Lauren,Featherweight mesh shirt,White,XXL,PRL710654408003-XXL,3614712347833,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Featherweight_mesh_shirt_183789.jpg?v=1709641821,Men,24AW,Clothing>Tops>Shirts>Men,6205.30.00.00,VN,,<p><strong>Product Details</strong></p><p></p><p>Type: Shirt</p><p>Colour: White</p><p><strong>Product Code: </strong>710.654.408.003</p>,0,132.19,
gid://shopify/ProductVariant/47782400196951,gid://shopify/Product/8910635827543,74GAL2B0NS219801,Versace Jeans Couture,Print logo baroque shirts,Grey,46,VJC74GAL2B0NS219801-46,8052019323245,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Print_logo_baroque_shirts_185415.jpg?v=1709641914,Men,23SS,Clothing>Tops>Shirts Short Sleeve>Men,6205.20.00.00,AL,Viscose 100%,<p><strong>Product Details</strong></p><p></p><p>Type: Short Sleeve Shirt</p><p>Colour: Grey</p><p><strong>Composition</strong><br>Outer: Viscose 100%</p><p><strong>Product Code: </strong>74GAL2B0NS219</p>,0,280.98,
gid://shopify/ProductVariant/47782400229719,gid://shopify/Product/8910635827543,74GAL2B0NS219801,Versace Jeans Couture,Print logo baroque shirts,Grey,48,VJC74GAL2B0NS219801-48,,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Print_logo_baroque_shirts_185415.jpg?v=1709641914,Men,23SS,Clothing>Tops>Shirts Short Sleeve>Men,6205.20.00.00,AL,Viscose 100%,<p><strong>Product Details</strong></p><p></p><p>Type: Short Sleeve Shirt</p><p>Colour: Grey</p><p><strong>Composition</strong><br>Outer: Viscose 100%</p><p><strong>Product Code: </strong>74GAL2B0NS219</p>,0,280.98,
gid://shopify/ProductVariant/47782513672535,gid://shopify/Product/8910674886999,CARLOZ350001N5051,Tagliatore,Bruce lined coat,Black,50,TGCARLOZ350001N5051-50,,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bruce_lined_coat_230972.jpg?v=1709643756,Men,23AW,Clothing>Outerwear>Coats>Men,6101.90.20.19,IT,"Wool, Cashmere","<p><strong>Product Details</strong></p><p>Style: Elegant</p><p>Type: Coat</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Wool, Cashmere</p><p><strong>Product Code: </strong>CARLOZ350001</p>",0,661.15,
gid://shopify/ProductVariant/47782513705303,gid://shopify/Product/8910674886999,CARLOZ350001N5051,Tagliatore,Bruce lined coat,Black,52,TGCARLOZ350001N5051-52,1000001408798,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bruce_lined_coat_230972.jpg?v=1709643756,Men,23AW,Clothing>Outerwear>Coats>Men,6101.90.20.19,IT,"Wool, Cashmere","<p><strong>Product Details</strong></p><p>Style: Elegant</p><p>Type: Coat</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Wool, Cashmere</p><p><strong>Product Code: </strong>CARLOZ350001</p>",0,661.15,
gid://shopify/ProductVariant/47782513738071,gid://shopify/Product/8910674886999,CARLOZ350001N5051,Tagliatore,Bruce lined coat,Black,54,TGCARLOZ350001N5051-54,1000001408804,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bruce_lined_coat_230972.jpg?v=1709643756,Men,23AW,Clothing>Outerwear>Coats>Men,6101.90.20.19,IT,"Wool, Cashmere","<p><strong>Product Details</strong></p><p>Style: Elegant</p><p>Type: Coat</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Wool, Cashmere</p><p><strong>Product Code: </strong>CARLOZ350001</p>",0,661.15,
gid://shopify/ProductVariant/47782530482519,gid://shopify/Product/8910680555863,14CMKN144A004037A-339,C.P. Company,Knitwear cardigan,Grey,46,CPKN144A004037A-339-46,7620943418958,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Knitwear_cardigan_232380.jpg?v=1709643963,Men,23SS,Clothing>Sweaters & Hoodies>Cardigans>Men,6110.20.91,MD,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Cardigan</p><p>Colour: Grey</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>14CMKN144A004037A</p>,0,231.40,
gid://shopify/ProductVariant/47782530515287,gid://shopify/Product/8910680555863,14CMKN144A004037A-339,C.P. Company,Knitwear cardigan,Grey,54,CPKN144A004037A-339-54,7620943418996,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Knitwear_cardigan_232380.jpg?v=1709643963,Men,23SS,Clothing>Sweaters & Hoodies>Cardigans>Men,6110.20.91,MD,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Cardigan</p><p>Colour: Grey</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>14CMKN144A004037A</p>,0,256.19,
gid://shopify/ProductVariant/47782530548055,gid://shopify/Product/8910680555863,14CMKN144A004037A-339,C.P. Company,Knitwear cardigan,Grey,52,CPKN144A004037A-339-52,7620943418989,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Knitwear_cardigan_232380.jpg?v=1709643963,Men,23SS,Clothing>Sweaters & Hoodies>Cardigans>Men,6110.20.91,MD,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Cardigan</p><p>Colour: Grey</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>14CMKN144A004037A</p>,0,231.40,
gid://shopify/ProductVariant/47782530580823,gid://shopify/Product/8910680555863,14CMKN144A004037A-339,C.P. Company,Knitwear cardigan,Grey,48,CPKN144A004037A-339-48,7620943418965,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Knitwear_cardigan_232380.jpg?v=1709643963,Men,23SS,Clothing>Sweaters & Hoodies>Cardigans>Men,6110.20.91,MD,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Cardigan</p><p>Colour: Grey</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>14CMKN144A004037A</p>,0,231.40,
gid://shopify/ProductVariant/47782530613591,gid://shopify/Product/8910680555863,14CMKN144A004037A-339,C.P. Company,Knitwear cardigan,Grey,50,CPKN144A004037A-339-50,7620943418972,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Knitwear_cardigan_232380.jpg?v=1709643963,Men,23SS,Clothing>Sweaters & Hoodies>Cardigans>Men,6110.20.91,MD,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Cardigan</p><p>Colour: Grey</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>14CMKN144A004037A</p>,0,231.40,
gid://shopify/ProductVariant/47782603915607,gid://shopify/Product/8910706475351,790900765001,Ralph Lauren Purple Label,5pkt skinny jean,White,29,RLN790900765001-29/32,3616851242987,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/5pkt_skinny_jean_260362.jpg?v=1709645311,Men,23SS,Clothing>Bottoms>Jeans Skinny>Men,6203.42.35.00,IT,"Cotton 98%, Elastane 2%","<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Skinny Jeans</p><p>Colour: White</p><p><strong>Composition</strong><br>Outer: Cotton 98%, Elastane 2%</p><p><strong>Product Code: </strong>790900765001</p>",0,471.07,
gid://shopify/ProductVariant/47782603948375,gid://shopify/Product/8910706475351,790900765001,Ralph Lauren Purple Label,5pkt skinny jean,White,30,RLN790900765001-30/32,3616851243007,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/5pkt_skinny_jean_260362.jpg?v=1709645311,Men,23SS,Clothing>Bottoms>Jeans Skinny>Men,6203.42.35.00,IT,"Cotton 98%, Elastane 2%","<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Skinny Jeans</p><p>Colour: White</p><p><strong>Composition</strong><br>Outer: Cotton 98%, Elastane 2%</p><p><strong>Product Code: </strong>790900765001</p>",0,471.07,
gid://shopify/ProductVariant/47782603981143,gid://shopify/Product/8910706475351,790900765001,Ralph Lauren Purple Label,5pkt skinny jean,White,31,RLN790900765001-31/32,3616851243021,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/5pkt_skinny_jean_260362.jpg?v=1709645311,Men,23SS,Clothing>Bottoms>Jeans Skinny>Men,6203.42.35.00,IT,"Cotton 98%, Elastane 2%","<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Skinny Jeans</p><p>Colour: White</p><p><strong>Composition</strong><br>Outer: Cotton 98%, Elastane 2%</p><p><strong>Product Code: </strong>790900765001</p>",0,471.07,
gid://shopify/ProductVariant/47782604013911,gid://shopify/Product/8910706475351,790900765001,Ralph Lauren Purple Label,5pkt skinny jean,White,28,RLN790900765001-28/32,3616851242963,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/5pkt_skinny_jean_260362.jpg?v=1709645311,Men,23SS,Clothing>Bottoms>Jeans Skinny>Men,6203.42.35.00,IT,"Cotton 98%, Elastane 2%","<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Skinny Jeans</p><p>Colour: White</p><p><strong>Composition</strong><br>Outer: Cotton 98%, Elastane 2%</p><p><strong>Product Code: </strong>790900765001</p>",0,471.07,
gid://shopify/ProductVariant/47791043543383,gid://shopify/Product/8913464656215,21AJRO007VI0293,Paco Rabanne,Short sleeve midi dress,Black,34,PAC21AJRO007VI0293-B-34,3349660839184,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Short_sleeve_midi_dress_100246.jpg?v=1709737181,Women,23AW,Clothing>Dresses Midi>Women,6204.43.00.00,TR,"Viscose 92%, Elastane 8%","<p><strong>Product Details</strong></p><p>Style: Elegant</p><p>Type: Midi Dress</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Viscose 92%, Elastane 8%</p><p><strong>Product Code: </strong>21AJRO007VI0293</p>",0,429.74,
gid://shopify/ProductVariant/47791043576151,gid://shopify/Product/8913464656215,21AJRO007VI0293,Paco Rabanne,Short sleeve midi dress,Black,38,PAC21AJRO007VI0293-B-38,3349660839207,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Short_sleeve_midi_dress_100246.jpg?v=1709737181,Women,23AW,Clothing>Dresses Midi>Women,6204.43.00.00,TR,"Viscose 92%, Elastane 8%","<p><strong>Product Details</strong></p><p>Style: Elegant</p><p>Type: Midi Dress</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Viscose 92%, Elastane 8%</p><p><strong>Product Code: </strong>21AJRO007VI0293</p>",0,429.74,
gid://shopify/ProductVariant/47791043608919,gid://shopify/Product/8913464656215,21AJRO007VI0293,Paco Rabanne,Short sleeve midi dress,Black,36,PAC21AJRO007VI0293-B-36,3349660839191,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Short_sleeve_midi_dress_100246.jpg?v=1709737181,Women,23AW,Clothing>Dresses Midi>Women,6204.43.00.00,TR,"Viscose 92%, Elastane 8%","<p><strong>Product Details</strong></p><p>Style: Elegant</p><p>Type: Midi Dress</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Viscose 92%, Elastane 8%</p><p><strong>Product Code: </strong>21AJRO007VI0293</p>",0,429.74,
gid://shopify/ProductVariant/47791043641687,gid://shopify/Product/8913464656215,21AJRO007VI0293,Paco Rabanne,Short sleeve midi dress,Black,42,PAC21AJRO007VI0293-B-42,3349660839221,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Short_sleeve_midi_dress_100246.jpg?v=1709737181,Women,23AW,Clothing>Dresses Midi>Women,6204.43.00.00,TR,"Viscose 92%, Elastane 8%","<p><strong>Product Details</strong></p><p>Style: Elegant</p><p>Type: Midi Dress</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Viscose 92%, Elastane 8%</p><p><strong>Product Code: </strong>21AJRO007VI0293</p>",0,429.74,
gid://shopify/ProductVariant/47791043674455,gid://shopify/Product/8913464656215,21AJRO007VI0293,Paco Rabanne,Short sleeve midi dress,Black,40,PAC21AJRO007VI0293-B-40,3349660839214,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Short_sleeve_midi_dress_100246.jpg?v=1709737181,Women,23AW,Clothing>Dresses Midi>Women,6204.43.00.00,TR,"Viscose 92%, Elastane 8%","<p><strong>Product Details</strong></p><p>Style: Elegant</p><p>Type: Midi Dress</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Viscose 92%, Elastane 8%</p><p><strong>Product Code: </strong>21AJRO007VI0293</p>",0,429.74,
gid://shopify/ProductVariant/47791043707223,gid://shopify/Product/8913464656215,21AJRO007VI0293,Paco Rabanne,Short sleeve midi dress,Black,44,PAC21AJRO007VI0293-B-44,3349660839238,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Short_sleeve_midi_dress_100246.jpg?v=1709737181,Women,23AW,Clothing>Dresses Midi>Women,6204.43.00.00,TR,"Viscose 92%, Elastane 8%","<p><strong>Product Details</strong></p><p>Style: Elegant</p><p>Type: Midi Dress</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Viscose 92%, Elastane 8%</p><p><strong>Product Code: </strong>21AJRO007VI0293</p>",0,429.74,
gid://shopify/ProductVariant/47791061598551,gid://shopify/Product/8913469014359,WW0WW37069ZEW,Tommy Hilfiger,Moss crepe rose short skirt,Multicolour,36,THWW0WW37069ZEW-36,8720642178692,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Moss_crepe_rose_short_skirt_170668.jpg?v=1709737403,Women,23SS,Clothing>Skirts>Women,6104.59.00,IN,Viscose 100%,<p><strong>Product Details</strong></p><p></p><p>Type: Skirt</p><p>Colour: Multicolour</p><p><strong>Composition</strong><br>Outer: Viscose 100%</p><p><strong>Product Code: </strong>WW0WW37069</p>,0,140.49,
gid://shopify/ProductVariant/47791061631319,gid://shopify/Product/8913469014359,WW0WW37069ZEW,Tommy Hilfiger,Moss crepe rose short skirt,Multicolour,38,THWW0WW37069ZEW-38,8720642178890,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Moss_crepe_rose_short_skirt_170668.jpg?v=1709737403,Women,23SS,Clothing>Skirts>Women,6104.59.00,IN,Viscose 100%,<p><strong>Product Details</strong></p><p></p><p>Type: Skirt</p><p>Colour: Multicolour</p><p><strong>Composition</strong><br>Outer: Viscose 100%</p><p><strong>Product Code: </strong>WW0WW37069</p>,0,140.49,
gid://shopify/ProductVariant/47791061664087,gid://shopify/Product/8913469014359,WW0WW37069ZEW,Tommy Hilfiger,Moss crepe rose short skirt,Multicolour,34,THWW0WW37069ZEW-34,8720642178609,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Moss_crepe_rose_short_skirt_170668.jpg?v=1709737403,Women,23SS,Clothing>Skirts>Women,6104.59.00,IN,Viscose 100%,<p><strong>Product Details</strong></p><p></p><p>Type: Skirt</p><p>Colour: Multicolour</p><p><strong>Composition</strong><br>Outer: Viscose 100%</p><p><strong>Product Code: </strong>WW0WW37069</p>,0,140.49,
gid://shopify/ProductVariant/47791716761943,gid://shopify/Product/8913664475479,WW0WW35101PLY,Tommy Hilfiger,Padded jackets,Green,L,THWW0WW35101PLY-L,8720117626000,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Padded_jackets_275754.jpg?v=1709745482,Women,22AW,Clothing>Outerwear>Jackets Puffer & Down>Women,6202.40.90.19,CN,Polyester (PES) 100%,<p><strong>Product Details</strong></p><p></p><p>Type: Puffer &amp; Down Jacket</p><p>Colour: Green</p><p><strong>Composition</strong><br>Outer: Polyester (PES) 100%</p><p><strong>Product Code: </strong>WW0WW35101</p>,0,206.60,
gid://shopify/ProductVariant/47791716794711,gid://shopify/Product/8913664475479,WW0WW35101PLY,Tommy Hilfiger,Padded jackets,Green,M,THWW0WW35101PLY-M,8720117625607,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Padded_jackets_275754.jpg?v=1709745482,Women,22AW,Clothing>Outerwear>Jackets Puffer & Down>Women,6202.40.90.19,CN,Polyester (PES) 100%,<p><strong>Product Details</strong></p><p></p><p>Type: Puffer &amp; Down Jacket</p><p>Colour: Green</p><p><strong>Composition</strong><br>Outer: Polyester (PES) 100%</p><p><strong>Product Code: </strong>WW0WW35101</p>,0,206.60,
gid://shopify/ProductVariant/47791716827479,gid://shopify/Product/8913664475479,WW0WW35101PLY,Tommy Hilfiger,Padded jackets,Green,S,THWW0WW35101PLY-S,8720117625225,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Padded_jackets_275754.jpg?v=1709745482,Women,22AW,Clothing>Outerwear>Jackets Puffer & Down>Women,6202.40.90.19,CN,Polyester (PES) 100%,<p><strong>Product Details</strong></p><p></p><p>Type: Puffer &amp; Down Jacket</p><p>Colour: Green</p><p><strong>Composition</strong><br>Outer: Polyester (PES) 100%</p><p><strong>Product Code: </strong>WW0WW35101</p>,0,206.60,
gid://shopify/ProductVariant/47791716860247,gid://shopify/Product/8913664475479,WW0WW35101PLY,Tommy Hilfiger,Padded jackets,Green,XS,THWW0WW35101PLY-XS,8720117624754,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Padded_jackets_275754.jpg?v=1709745482,Women,22AW,Clothing>Outerwear>Jackets Puffer & Down>Women,6202.40.90.19,CN,Polyester (PES) 100%,<p><strong>Product Details</strong></p><p></p><p>Type: Puffer &amp; Down Jacket</p><p>Colour: Green</p><p><strong>Composition</strong><br>Outer: Polyester (PES) 100%</p><p><strong>Product Code: </strong>WW0WW35101</p>,0,206.60,
gid://shopify/ProductVariant/47792869310807,gid://shopify/Product/8914027118935,JF006655-1020,JOSEPH,Silk short,Brown,S,JF006655-1020-S,5059149710016,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Silk_short_310168.jpg?v=1709762542,Women,23SS,Clothing>Bottoms>Shorts>Women,6204.62.90.90,CN,"Cashmere, Cotton","<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Shorts</p><p>Colour: Brown</p><p><strong>Composition</strong><br>Outer: Cashmere, Cotton</p><p><strong>Product Code: </strong>JF006655</p>",0,231.40,
gid://shopify/ProductVariant/47792869343575,gid://shopify/Product/8914027118935,JF006655-1020,JOSEPH,Silk short,Brown,XS,JF006655-1020-XS,5059149710009,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Silk_short_310168.jpg?v=1709762542,Women,23SS,Clothing>Bottoms>Shorts>Women,6204.62.90.90,CN,"Cashmere, Cotton","<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Shorts</p><p>Colour: Brown</p><p><strong>Composition</strong><br>Outer: Cashmere, Cotton</p><p><strong>Product Code: </strong>JF006655</p>",0,231.40,
gid://shopify/ProductVariant/47795731431767,gid://shopify/Product/8915268960599,312856394001,Ralph Lauren Kids,Day Dress,Blue,4T,PRL312856394001-4T,,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Day_Dress_266790.jpg?v=1709815570, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Day_Dress_266791.jpg?v=1709815572",Girls,22SS,Clothing>Dresses>Girls,6104.42.00.00,MO,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Dress</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>312856394001</p>,0,82.64,
gid://shopify/ProductVariant/47795731464535,gid://shopify/Product/8915268960599,312856394001,Ralph Lauren Kids,Day Dress,Blue,6,PRL312856394001-6,3616532913854,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Day_Dress_266790.jpg?v=1709815570, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Day_Dress_266791.jpg?v=1709815572",Girls,22SS,Clothing>Dresses>Girls,6104.42.00.00,MO,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Dress</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>312856394001</p>,0,82.64,
gid://shopify/ProductVariant/47795731497303,gid://shopify/Product/8915268960599,312856394001,Ralph Lauren Kids,Day Dress,Blue,5,PRL312856394001-5,3616532913847,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Day_Dress_266790.jpg?v=1709815570, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Day_Dress_266791.jpg?v=1709815572",Girls,22SS,Clothing>Dresses>Girls,6104.42.00.00,MO,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Dress</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>312856394001</p>,0,82.64,
gid://shopify/ProductVariant/47797685289303,gid://shopify/Product/8915832308055,748558,Salvatore Ferragamo,Coat,Blue,40,FRG748558-40,8057553474682,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Coat_194979.jpg?v=1709834058,Women,21AW,Clothing>Outerwear>Coats Long>Women,6202.13.90.90,IT,"Wool 80%, Cashmere 20%","<p><strong>Product Details</strong></p><p></p><p>Type: Long Coat</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Wool 80%, Cashmere 20%<br>Inner: Viscose 100%</p><p><strong>Product Code: </strong>748 558</p>",0,1876.02,
gid://shopify/ProductVariant/47797685322071,gid://shopify/Product/8915832308055,748558,Salvatore Ferragamo,Coat,Blue,44,FRG748558-44,8057553474705,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Coat_194979.jpg?v=1709834058,Women,21AW,Clothing>Outerwear>Coats Long>Women,6202.13.90.90,IT,"Wool 80%, Cashmere 20%","<p><strong>Product Details</strong></p><p></p><p>Type: Long Coat</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Wool 80%, Cashmere 20%<br>Inner: Viscose 100%</p><p><strong>Product Code: </strong>748 558</p>",0,1876.02,
gid://shopify/ProductVariant/47797685354839,gid://shopify/Product/8915832308055,748558,Salvatore Ferragamo,Coat,Blue,38,FRG748558-38,8057553474675,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Coat_194979.jpg?v=1709834058,Women,21AW,Clothing>Outerwear>Coats Long>Women,6202.13.90.90,IT,"Wool 80%, Cashmere 20%","<p><strong>Product Details</strong></p><p></p><p>Type: Long Coat</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Wool 80%, Cashmere 20%<br>Inner: Viscose 100%</p><p><strong>Product Code: </strong>748 558</p>",0,1876.02,
gid://shopify/ProductVariant/47797685387607,gid://shopify/Product/8915832308055,748558,Salvatore Ferragamo,Coat,Blue,42,FRG748558-42,8057553474699,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Coat_194979.jpg?v=1709834058,Women,21AW,Clothing>Outerwear>Coats Long>Women,6202.13.90.90,IT,"Wool 80%, Cashmere 20%","<p><strong>Product Details</strong></p><p></p><p>Type: Long Coat</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Wool 80%, Cashmere 20%<br>Inner: Viscose 100%</p><p><strong>Product Code: </strong>748 558</p>",0,1876.02,
gid://shopify/ProductVariant/47798965666135,gid://shopify/Product/8916116046167,5185T020M1PPPOW561,Le Silla,Yacht  booties,Brown,"37,5","LS5185T020M1PPPOW561-37,5",0003149421006,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Yacht_booties_304093.jpg?v=1709847833, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Yacht_booties_304094.jpg?v=1709847835, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Yacht_booties_304095.jpg?v=1709847837, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Yacht_booties_304096.jpg?v=1709847839",Women,23AW,Shoes>Ankle Boots>Women,6403.99.98.00,IT,Leather 100%,"<p><strong>Product Details</strong></p><p>Style: Elegant, Closed, Flats</p><p>Type: Ankle Boots</p><p>Colour: Brown</p><p><strong>Composition</strong><br>Outer: Leather 100%<br>Sole: Rubber 100%</p><p><strong>Product Code: </strong>5185T020M1PPPOW</p>",0,561.98,
gid://shopify/ProductVariant/47798965698903,gid://shopify/Product/8916116046167,5185T020M1PPPOW561,Le Silla,Yacht  booties,Brown,41,LS5185T020M1PPPOW561-41,003149421706,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Yacht_booties_304093.jpg?v=1709847833, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Yacht_booties_304094.jpg?v=1709847835, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Yacht_booties_304095.jpg?v=1709847837, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Yacht_booties_304096.jpg?v=1709847839",Women,23AW,Shoes>Ankle Boots>Women,6403.99.98.00,IT,Leather 100%,"<p><strong>Product Details</strong></p><p>Style: Elegant, Closed, Flats</p><p>Type: Ankle Boots</p><p>Colour: Brown</p><p><strong>Composition</strong><br>Outer: Leather 100%<br>Sole: Rubber 100%</p><p><strong>Product Code: </strong>5185T020M1PPPOW</p>",0,561.98,
gid://shopify/ProductVariant/47798965731671,gid://shopify/Product/8916116046167,5185T020M1PPPOW561,Le Silla,Yacht  booties,Brown,38,LS5185T020M1PPPOW561-38,0003149421106,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Yacht_booties_304093.jpg?v=1709847833, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Yacht_booties_304094.jpg?v=1709847835, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Yacht_booties_304095.jpg?v=1709847837, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Yacht_booties_304096.jpg?v=1709847839",Women,23AW,Shoes>Ankle Boots>Women,6403.99.98.00,IT,Leather 100%,"<p><strong>Product Details</strong></p><p>Style: Elegant, Closed, Flats</p><p>Type: Ankle Boots</p><p>Colour: Brown</p><p><strong>Composition</strong><br>Outer: Leather 100%<br>Sole: Rubber 100%</p><p><strong>Product Code: </strong>5185T020M1PPPOW</p>",0,561.98,
